niemals	never	Ich werde dich niemals vergessen.	I’ll never forget you.
die Aufnahme, -n	reception, recording, snapshot	Auf der CD sind die ersten Aufnahmen der Band.	On the CD are the band’s first recordings.
die Ausnahme, -n	exception	Alle Kinder setzen sich mit Ausnahme von Tom, der stehenbleibt.	All the children sit down with the exception of Tom, who remains standing.
beenden, beendet, beendete, hat beendet	to end	Wenn du nicht glücklich bist, musst du die Beziehung zu Luke beenden.	If you’re not happy, you have to end the relationship with Luke.
die Investition, -en	investment	Das ist eine gute Investition, du wirst viel Gewinn machen.	This is a good investment; you’ll make a lot of profit.
die Lust, -̈e	desire	Im Sommer habe ich immer Lust auf Eis.	In summer I always desire ice cream.
prüfen, prüft, prüfte, hat geprüft	to examine, check	An der Universität werden die Studenten regelmäßig geprüft.	At the university, the students are tested regularly.
anlegen, legt an, legte an, hat angelegt	to put on, invest	Vielleicht lege ich mein Geld in Aktien an.	Maybe I’ll invest my money in shares.
der Zuschauer, -	spectator	Bei meiner mündlichen Prüfung möchte ich keine Zuschauer.	I don’t want any spectators at my oral exam.
hell	light, bright	Bitte mach das Licht aus, es ist mir zu hell.	Please turn off the light; it’s too bright.
mitten	in the middle	Wegen meines Babys muss ich immer mitten in der Nacht aufstehen.	I always have to get up in the middle of the night because of my baby.
zufolge	according to	Dem Arzt zufolge bin ich gesund.	According to the doctor, I’m healthy.
der Konflikt, -e	conflict	Zwischen einigen Staaten herrschen politische Konflikte.	There are political conflicts between some states.
die Bahn, -en	train, railway, way	Wir fahren mit dem Zug in den Urlaub, weil das Auto kaputt ist.	We’re going on vacation by train because the car broke down.
Syrien	Syria	Viele Menschen aus Syrien wohnen jetzt in Deutschland.	Many people from Syria now live in Germany.
das Einkommen, -	income	Je mehr Geld du verdienst, desto höher ist dein Einkommen.	The more money you earn, the higher your income.
britisch	British	Ich trinke sehr gerne britischen Tee.	I like to drink British tea.
fürchten, fürchtet, fürchtete, hat gefürchtet	to fear	Du musst dich nicht fürchten, wenn es dunkel ist.	You do not have to fear when it’s dark.
die Aktivität, -en	activity	Heute suche ich mir eine sportliche Aktivität für meinen Urlaub aus.	Today I’m looking for an athletic activity for my vacation.
der Auftrag, -̈e	instructions, order, job	Er handelt im Auftrag der Regierung.	He works by order of the government.
froh	happy, glad	Ich bin froh, wenn die Prüfungen vorbei sind.	I’ll be glad when the exams are over.
äußern, äußert, äußerte, hat geäußert	to express, voice	Julia hat eine freundliche Art, Kritik zu äußern.	Julia has a friendly way of expressing criticism.
der Geist, -er	mind, spirit	Sport zu machen ist gesund für Körper und Geist.	Doing sport is healthy for body and mind.
das Objekt, -e	object	Schau, da ist ein seltsames Objekt am Himmel zu sehen!	Look, there’s a strange object in the sky!
möglicherweise	possibly	Der Zug kommt möglicherweise zehn Minuten später.	The train possibly arrives ten minutes later.
zuständig	appropriate, responsible	Für dieses Problem ist eine andere Person zuständig.	Another person is responsible for this problem.
aufweisen, weist auf, wies auf, hat aufgewiesen	to show, exhibit, contain	Nach dem Unfall weist das Auto einen starken Schaden auf.	After the accident, the car shows a lot of damage.
springen, springt, sprang, ist gesprungen	to jump	Bei dem Spiel springen alle Kinder in die Luft.	All children jump in the air during the game.
der Hof, -̈e	courtyard, yard	Hinter dem Haus ist ein Hof.	There’s a yard behind the house.
der Polizist, -en	police officer, policeman	Der Polizist befragt den Verdächtigen.	The police officer is questioning the suspect.
die Übung, -en	exercise, practice	Du brauchst viel Übung, um besser zu werden.	You need a lot of practice to get better.
der Widerstand, -̈e	resistance, opposition	Der Widerstand gegen die Regierung steigt.	The resistance against the government is increasing.
der Experte, -n	expert	Herr Michels ist Experte auf dem Gebiet der deutschen Literatur.	Mr. Michels is an expert in the field of German literature.
ohnehin	anyway	Das hätte uns ohnehin nichts genützt.	That wouldn’t have helped us anyway.
füllen, füllt, füllte, hat gefüllt	to fill	Weil sie etwas trinken möchte, füllt sie Wasser in ein Glas.	Because she wants to drink something, she fills a glass with water.
die Gemeinde, -n	community, municipality	Zörbig ist eine kleine Gemeinde in der Nähe von Leipzig.	Zörbig is a small community near Leipzig.
die Pause, -n	pause, break	Nach einer kurzen Pause mache ich weiter.	After a short break I continue.
scharf	sharp	Sei vorsichtig, das Messer ist sehr scharf.	Be careful, the knife is very sharp.
das Fernsehen	television	Das Spiel wird live im Fernsehen übertragen.	The game will be broadcast live on television.
die Formel, -n	formula	Die Formel zur Berechnung der Geschwindigkeit ist v = s/t.	The formula for calculating the velocity is v = s/t.
gelb	yellow	Es ist Herbst und die Blätter werden langsam gelb.	It is autumn and the leaves are slowly turning yellow.
das Sommersemester, -	summer semester	Das Sommersemester beginnt im April.	The summer semester starts in April.
heftig	hard, heavy, violent	Bei dem Streit bekommt er einen heftigen Schlag auf den Kopf.	In the fight, he gets a hard punch to the head.
die Bühne, -n	stage	Die Schauspieler verlassen die Bühne unter Beifall.	The actors are leaving the stage to applause.
empfinden, empfindet, empfand, hat empfunden	to feel	Meine Eltern empfinden immer noch viel für einander.	My parents still feel a lot for each other.
der Schaden, -̈	damage	Der Unfall hat einen großen Schaden an meinem Auto verursacht.	The accident caused a lot of damage to my car.
umgekehrt	reversed, contrary, around	Er wendet sein Auto und fährt in umgekehrter Richtung zurück.	He turns his car around and drives back in the opposite direction.
aufstellen, stellt auf, stellte auf, hat aufgestellt	to put up, draw up	Der neue Besitzer stellt Werbung vor seinem Laden auf.	The new owner puts up advertisements in front of his shop.
abhängig	dependent	Viele Studenten sind finanziell von ihren Eltern abhängig.	Many students are financially dependent on their parents.
die Strecke, -n	distance, route	Die Strecke am Fluss entlang ist schöner.	The route along the river is nicer.
die Praxis, -en	practice, doctor’s office	Nicht nur theoretische Erfahrungen, sondern auch Praxis ist wichtig.	Not only theoretical experience, but also practice is important.
ungefähr	approximately	Die Fahrt dauert ungefähr drei Stunden.	The journey takes about three hours.
mitnehmen, nimmt mit, nahm mit, hat mitgenommen	to take (along)	Sandra nimmt ihr Essen für die Arbeit von zu Hause mit.	Sandra takes food from home along to work.
üblich	usual	Er geht zu seiner üblichen Zeit ins Bett.	He goes to bed at his usual time.
übertragen	to transfer	Ich muss einige Aufgaben an meine Kollegen übertragen.	I have to transfer some tasks to my colleagues.
die Wissenschaft, -en	science	Biologie ist die Wissenschaft vom Leben.	Biology is the science of life.
global	global	Krieg ist ein globales Problem.	War is a global problem.
der Nachmittag, -e	afternoon	Lass uns heute Nachmittag in den Park gehen.	Let’s go to the park this afternoon.
die Annahme, -n	acceptance, assumption	Die Ergebnisse bestätigen die Annahme.	The results confirm the assumption.
die Umgebung, -en	surroundings	Er ist froh, wieder zu Hause in seiner normalen Umgebung zu sein.	He’s happy to be back home in his normal surroundings.
die Öffentlichkeit, -en	public	Morgen geht die Polizei mit ihrer Suche an die Öffentlichkeit.	Tomorrow the police will go public with their search.
der Spiegel, -	mirror	Ich betrachte mein Gesicht im Spiegel.	I look at my face in the mirror.
zurückkommen, kommt zurück, kam zurück, ist zurückgekommen	to return	Ich bin jetzt im Urlaub und komme erst in zwei Wochen zurück.	I’m on vacation now, and I will return in two weeks.
besetzen, besetzt, besetzte, hat besetzt	to occupy, fill	In unserem Unternehmen sind noch einige Positionen zu besetzen.	There are still some positions to be filled in our company.
das Gegenteil, -e	opposite	Das Gegenteil von Frieden ist Krieg.	Peace is the opposite of war.
vorbei	past, over	Sie war froh, als ihre Prüfungen vorbei waren.	She was glad when her exams were over.
der Fan, -s	fan, supporter	Er ist ein wahrer Fan und geht zu allen Spielen der Mannschaft.	He is a true fan and goes to all the matches of the team.
die Karte, -n	card, ticket, menu	Die Karten für das Theater kosten 15 Euro.	The tickets for the theater cost 15 euros.
arm	poor	Sie ist zu arm, um Essen für ihre Kinder zu kaufen.	She’s too poor to buy food for her children.
die Krise, -n	crisis	Die politische Krise verursacht Unruhen im Land.	The political crisis causes turmoil in the country.
die Strategie, -n	strategy	Wir müssen eine neue Strategie für das Problem entwickeln.	We have to develop a new strategy for the problem.
die Debatte, -n	debate	Nach einer langen Debatte stimmt der Chef dem Vorschlag zu.	After a long debate, the boss agrees to the proposal.
davor	before, in front of	Hinter dem Haus ist ein See, davor ein schöner Garten.	Behind the house is a lake, in front of it a beautiful garden.
der Journalist, -en	journalist	Er arbeitet als Journalist für mehrere Zeitungen und das Fernsehen.	He works as a journalist for various newspapers and television.
kochen, kocht, kochte, hat gekocht	to cook	Ich koche gerne italienische Gerichte.	I like to cook Italian dishes.
zurückgehen, geht zurück, ging zurück, ist zurückgegangen	to go back, decrease	Peter muss noch einmal zurückgehen und seinen Schlüssel holen.	Peter has to go back and get his key.
der Schmerz, -en	pain, grief	Der Patient hat starke Schmerzen und schreit.	The patient’s in a lot of pain and is screaming.
erheblich	considerable	Es macht einen erheblichen Unterschied, ob ich helfe oder weitergehe.	It makes a considerable difference whether I help or keep going.
ausschließlich	exclusive	Der Raum ist für die ausschließliche Nutzung unserer Gäste.	This room is for the exclusive use of our guests.
griechisch	Greek	Moussaka ist ein griechisches Gericht.	Moussaka is a Greek dish.
naja	(oh) well	Naja, es könnte schlimmer sein.	Well, it could be worse.
die Runde, -n	round	Ich lade euch auf eine Runde Bier ein.	I’ll buy you a round of beer.
der Angriff, -e	attack	Sie planen einen Angriff auf das Schloss.	They’re planning an attack on the castle.
desto	the more	Je mehr Timo isst, desto dicker wird er.	The more Timo eats, the bigger he gets.
der Wettbewerb, -e	competition	An dem Wettbewerb nehmen Menschen aus aller Welt teil.	People from all over the world take part in the competition.
woher	from where, how	Woher kommst du?	Where are you from?
der Zweifel, -	doubt	Daran besteht kein Zweifel.	There’s no doubt about it.
der Konzern, -e	corporation	Die Firma wurde von einem großen Konzern übernommen.	The company was taken over by a large corporation.
spezifisch	specific	Jedes Organ hat seine eigene spezifische Funktion.	Each organ has its own specific function.
stabil	stable, sturdy	Für so viele Bücher ist das Regal nicht stabil genug.	The shelf is not sturdy enough for so many books.
die Kamera, -s	camera	Jonathan dreht Filme und kauft sich heute eine neue Kamera.	Jonathan is making movies and buying a new camera today.
der Schatten, -	shadow, shade	Ich sitze gerne in der Sonne, aber meine Freundin sitzt lieber im Schatten.	I like sitting in the sun, but my girlfriend prefers sitting in the shade.
das Pferd, -e	horse	Elsa wünscht sich ein Pferd.	Elsa wants a horse.
begegnen, begegnet, begegnete, ist begegnet	to meet, encounter, come across	Auf meinen Reisen begegnete ich vielen verschiedenen Kulturen.	On my travels, I encountered many different cultures.
der Zugang, -̈e	access	Hast du in diesem Raum Zugang zum Internet?	Do you have access to the internet in this room?
elf	eleven	Mein jüngerer Bruder ist elf Jahre alt.	My younger brother is eleven years old.
die Suche, -n	search	Wir machen uns auf die Suche nach einem Schatz.	We are going in search of a treasure.
doppelt	double	Mein Fuß ist doppelt so groß wie deiner.	My foot is double the size of yours.
festlegen, legt fest, legte fest, hat festgelegt	to determine, fix, lay down	Der Besitzer des Hauses legt fest, dass alle Familien bis zum nächsten Monat ausziehen müssen.	The owner of the house determines that all families must move out by next month.
österreichisch	Austrian	Die österreichische Sprache klingt anders als Deutsch.	The Austrian language sounds different from German.
sodass	so that	Ich wiederhole den Satz noch einmal laut, sodass ihn jeder hören kann.	I repeat the sentence again loudly so that everyone can hear it.
die Tatsache, -n	fact	Es ist eine Tatsache, dass in manchen Ländern Krieg herrscht.	It is a fact that there is war in some countries.
der Alkohol, -e	alcohol	Bier und Wein enthalten Alkohol.	Beer and wine contain alcohol.
informieren, informiert, informierte, hat informiert	to inform	Die Zeitungen informieren über die aktuellen Nachrichten.	The newspapers inform about the latest news.
Norden, Nord-	north	Der Wind weht von Norden.	The wind is blowing from the north.
zufrieden	satisfied	Manche Menschen sind nie zufrieden.	Some people are never satisfied.
reißen, reißt, riss, hat gerissen	to tear	Das Papier ist sehr dünn und reißt leicht.	The paper is very thin and tears easily.
dahin	there	Ich möchte nach Rom, aber der Weg dahin ist weit.	I want to go to Rome, but it’s a long way there.
solange	as long as	Solange es Regen gibt, gehe ich nicht nach draußen.	As long as it’s raining, I’m not going outside.
der Wissenschaftler, -	scholar, scientist	Johanna arbeitet als Wissenschaftlerin an der Universität.	Johanna works as a scientist at the university.
die Kommunikation, -en	communication	Kommunikation ist die Basis einer guten Beziehung.	Communication is the basis of a good relationship.
das Steuer, -	tax	Wer Geld verdient, muss Steuern auf sein Einkommen zahlen.	Anyone who earns money has to pay taxes on their income.
angeblich	alleged	Angeblich bekommen wir die Noten von der Prüfung nächste Woche.	Allegedly we’ll get the grades from the exam next week.
günstig	cheap, favorable, good	Wir haben ein günstiges Angebot gefunden.	We found a cheap offer.
der Dezember, -	December	Dezember ist der zwölfte und letzte Monat im Jahr.	December is the twelfth and last month of the year.
der Flughafen, -̈	airport	Wir fahren zum Flughafen, um von dort aus in den Urlaub zu fliegen.	We’re driving to the airport to go on vacation from there.
das Krankenhaus, -̈er	hospital	Sie arbeitet als Ärztin im Krankenhaus.	She works as a doctor in the hospital.
wenden, wendet, wandte, hat gewandt	to turn around	Gabi wendet das Auto und fährt wieder zurück.	Gabi turns the car around and drives back.
türkisch	Turkish	Zeynep ist ein türkischer Name.	Zeynep is a Turkish name.
der Gegner, -	opponent, competitor, enemy	Weil sein Gegner so stark ist, verliert er den Kampf.	Because his opponent is so strong, he loses the fight.
der Leser, -	reader	Die Leserinnen und Leser dieser Zeitung kommen aus einer gebildeten Schicht.	The readers of this newspaper are from an educated class.
VWL (Volkswirtschaftslehre)	economics	Studentinnen der Volkswirtschaft benötigen gute Fähigkeiten in Mathematik.	Students of economics need good mathematical abilities.
der Handel, -̈	trade	Der internationale Handel ist deutlich gestiegen.	International trade has increased significantly.
die Kenntnis, -se	knowledge	Ihre Computerkenntnisse sind ziemlich beeindruckend.	Her knowledge of computers is quite impressive.
sichtbar	visible	Das Haus ist von der Straße aus nicht sichtbar.	The house is not visible from the street.
zulassen, lässt zu, ließ zu, hat zugelassen	to allow, admit	Sebastians Vater lässt es nicht zu, dass sein Sohn das Studium abbricht.	Sebastian’s father won’t allow his son to drop out of college.
die Mark, -	Deutschmark	Früher haben die Deutschen mit Mark bezahlt, jetzt bezahlen sie mit Euro.	In the past, Germans used to pay in Deutschmarks, but now they pay in euros.
vorsehen, sieht vor, sah vor, hat vorgesehen	to look around, plan, provide for	Christopher sieht hinter der Ecke vor, hinter der er sich versteckt.	Christopher is looking around the corner behind which he is hiding.
die Schwierigkeit, -en	difficulty	Selbst viele Erwachsene haben Schwierigkeiten beim Lesen und Schreiben.	Even many adults have difficulties in reading and writing.
wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen	to perceive, detect	Es gibt Töne, die nicht mit dem menschlichen Ohr wahrgenommen werden können.	There are sounds that cannot be perceived with the human ear.
hinweisen, weist hin, wies hin, hat hingewiesen	to point to, refer to	Während der Vorlesung weist der Professor auf einige Fehler auf den Folien hin.	During the lecture the professor points out some mistakes on the slides.
der Juli, -s	July	Juli und August sind die heißesten Monate im Jahr.	July and August are the hottest months of the year.
das Signal, -e	signal	Ich gebe dir ein Signal, wenn du starten kannst.	I’ll give you a signal when you can start.
kontrollieren, kontrolliert, kontrollierte, hat kontrolliert	to check, control	Ich kontrolliere die Lösungen, bevor ich das Blatt meinem Lehrer gebe.	I check the answers before I give the paper to my teacher.
sowieso	anyway	Ich kann dir Milch mitbringen, da ich sowieso einkaufen muss.	I can bring you some milk, because I have to go shopping anyway.
der Bauer, -n	farmer	Der Bauer bringt seine Tiere auf die Wiese.	The farmer takes his animals to the meadow.
der Kurs, -e	course, exchange rate	Im Wintersemester mache ich einen Kurs in Volkswirtschaftslehre.	In the winter semester I’m taking a course in economics.
einst	once, at one time, one day	In Amerika lebten einst Völker, die heute nicht mehr existieren.	In America there once lived peoples that no longer exist.
der Service, -s	service	Wir garantieren einen guten Service im Restaurant.	We guarantee good service in the restaurant.
sprachlich	linguistic	Sie untersuchen die sprachliche Entwicklung von Kindern.	They study the linguistic development of children.
bisherig	so far	Frau Schneiders bisherige Erfahrungen werden ihr im neuen Job helfen.	The experiences Mrs. Schneider has gained so far will help her in her new job.
der Fahrer, -	driver	Der Unfall wurde von einem Fahrer verursacht, der unter dem Einfluss von Alkohol stand.	The accident was caused by a driver under the influence of alcohol.
traditionell	traditional	Das ist ein traditionelles Gericht meiner Familie.	This is a traditional dish of my family.
weinen, weint, weinte, hat geweint	to cry, weep	Wenn jemand weint, produziert sein oder ihr Körper Tränen.	When someone cries, his or her body produces tears.
der Dienst, -e	service, duty	Die Organisation arbeitet im Dienst der Menschenrechte.	The organization works in the service of human rights.
das Lager, -	camp, storeroom	Vielleicht finde ich das Produkt noch in unserem Lager.	Maybe I can still find the product in our warehouse.
grau	gray	Sein Haar wird grau.	His hair’s turning gray.
anhand	on the basis of, with the aid of	Die These kann anhand der Statistik belegt werden.	The thesis can be proven on the basis of statistics.
der Bus, -se	bus	Der Bus fährt nur am Wochenende.	The bus only runs on weekends.
Franken, Fr.	(Swiss) franc	In der Schweiz zahlt man mit Schweizer Franken.	In Switzerland you pay in Swiss francs.
die Kategorie, -n	category	Sie gewinnt einen Preis in der Kategorie “bester Film”.	She wins an award in the category “best film”.
nett	nice	Bernadette ist eine wirklich nette Person.	Bernadette is a really nice person.
freundlich	kind, nice, friendly	Herr Schulz, unser neuer Lehrer, ist sehr freundlich.	Mr. Schulz, our new teacher, is very kind.
perfekt	perfect	Niemand ist perfekt!	Nobody’s perfect!
reich	rich, abundant	Reiche Menschen sind nicht unbedingt immer glücklich.	Rich people aren’t necessarily always happy.
die Fahrt, -en	drive, trip	Hattest du eine gute Fahrt?	Did you have a good trip?
der Urlaub, -e	vacation	Nach meinem Abschluss nehme ich mir einen langen Urlaub.	After graduation, I’m going on a long vacation.
ausländisch	foreign	Nadja unterrichtet ausländische Studierende an der Universität.	Nadja teaches foreign students at the university.
das Instrument, -e	instrument	Welches Instrument spielen Sie?	What instrument do you play?
fern	far, distant	Die Pläne liegen noch in ferner Zukunft.	The plans are still for the distant future.
die Gegend, -en	area, region	Diese Tiere überleben sogar in trockenen Gegenden.	These animals survive even in dry areas.
das Feuer, -	fire	Sie machen ein Feuer, weil es kalt ist.	They make a fire because it’s cold.
bemühen (sich), bemüht, bemühte, hat bemüht	to make an effort	Obwohl er sich nicht bemüht, ist er immer besser als ich.	Although he doesn’t make an effort, he’s always better than me.
das Verständnis, -se	understanding	Manche Politiker haben kein Verständnis für die Probleme der Bürger.	Some politicians have no understanding of the citizens’ problems.
AfD (Alternative für Deutschland)	AfD, Alternative für Deutschland	Seit den Wahlen 2017 ist die Partei AfD im deutschen Parlament.	Since the 2017 elections, the AFD party has been in the German parliament.
die Bakterie, -n	bacterium	Sie findet verschiedene Arten von Bakterien im Wasser des Sees.	She finds different kinds of bacteria in the lake’s water.
tauchen, taucht, tauchte, ist getaucht	to dive, dip	Sie tauchen zusammen und sehen sich die Fische an.	They dive together and watch the fish.
die Konsequenz, -en	consequence	Dein Verhalten wird ernste Konsequenzen haben, mein Sohn!	Your behavior will have serious consequences, my son!
die Schuld, -en	guilt	Es gibt keine Beweise für seine Schuld.	There is no proof of his guilt.
die Mehrheit, -en	majority	Die Mehrheit der Abgeordneten ist männlich.	The majority of the members of parliament are male.
anhaben, hat an, hatte an, hat angehabt	to wear, damage	Ich habe ein rotes Hemd und weiße Schuhe an.	I’m wearing a red shirt and white shoes.
die Bestimmung, -en	regulation, purpose, fate	Für diesen Fall gibt es keine gesetzlichen Bestimmungen.	There are no legal regulations in this case.
vermeiden, vermeidet, vermied, hat vermieden	to avoid	Halten Sie genug Abstand, um Unfälle zu vermeiden!	Keep enough distance to avoid accidents!
ehrlich	honest	Ich denke, dass sie nicht immer ehrlich zu mir ist.	I don’t think she’s always honest with me.
statistisch	statistical	Johanna studiert Soziologie und arbeitet mit statistischen Methoden.	Johanna studies sociology and works with statistical methods.
der Hals, -̈e	neck, throat	Sie trägt immer eine goldene Kette um ihren Hals.	She always wears a golden chain around her neck.
durchsetzen, setzt durch, setzte durch, hat durchgesetzt	to carry through, enforce, implement	Es ist unklar, ob es möglich ist, die Reformen durchzusetzen.	It is unclear whether it is possible to implement the reforms.
italienisch	Italian	Michelangelo war ein italienischer Künstler.	Michelangelo was an Italian artist.
die Scheiße	crap, shit	Der Vater erklärt seinem Kind, dass “Scheiße” ein sehr schlechtes Wort ist.	The father explains to his child that “shit” is a very bad word.
das Telefon, -e	telephone	Am Telefon klingt sie wie ihre Mutter.	On the phone, she sounds like her mother.
der Herbst, -e	autumn	Im Herbst sinken die Temperaturen.	Temperatures drop in fall.
die Ausstellung, -en	exhibition	Die neue Ausstellung zur DDR ist sehr interessant.	The new exhibition on the GDR is very interesting.
der Bau, -ten	construction, building	Der Bau der neuen Oper kostet mehrere Millionen.	The construction of the new opera house will cost several million.
der Keller, -	cellar	Wir lagern unseren Wein im Keller.	We store our wine in the cellar.
der Bürgermeister, -	mayor	Der Bürgermeister unserer Stadt ist Mitglied der SPD.	The mayor of our town is a member of the SPD.
entlang	along	Sie läuft den Strand entlang und sammelt Steine.	She walks along the beach and collects stones.
die Flasche, -n	bottle	Wir teilen uns eine Flasche Wein zum Abendessen.	We share a bottle of wine with dinner.
wunderbar	wonderful	Diese Sängerin hat eine wunderbare Stimme.	This singer has a wonderful voice.
der Zweck, -e	purpose	Sie sammeln Geld für einen besonderen Zweck.	They’re raising money for a special purpose.
ehren, ehrt, ehrte, hat geehrt	to honor	Heute ehren wir die Soldatinnen und Soldaten unseres Landes.	Today we honor the soldiers of our country.
die Verwendung, -en	use	Wirf das nicht weg, denn vielleicht hat jemand anderes Verwendung dafür.	Don’t throw that away, because maybe someone else has a use for it.
letztlich	in the end	Letztlich blieben wir zu Hause, weil wir uns nicht auf einen Film einigen konnten.	In the end we stayed home because we couldn’t agree on a movie.
die Fläche, -n	area, surface	Der Preis steigt mit der Fläche der Wohnung.	The price increases with the area of the apartment.
streichen, streicht, strich, hat gestrichen	to paint, cancel	Wir streichen die Wohnung in einer schönen Farbe.	We’re painting the apartment a nice color.
senken, senkt, senkte, hat gesenkt	to sink, lower, decrease	Die neue Regierung senkt die hohen Steuern.	The new government lowers the high taxes.
behalten, behält, behielt, hat behalten	to keep	Er behält nur Dinge, die er regelmäßig benutzt.	He only keeps things he uses regularly.
beweisen, beweist, bewies, hat bewiesen	to prove	Das Experiment beweist die positiven Auswirkungen des Produkts auf die Gesundheit.	The experiment proves the product’s positive effects on health.
der Umgang, -̈e	dealings, contact	Ludwig ist sehr freundlich im Umgang mit Kunden.	Ludwig is very pleasant while dealing with customers.
der Lehrstuhl, -̈e	professorship, chair	Sie arbeitet am Lehrstuhl für Physik.	She works at the Chair of Physics.
schenken, schenkt, schenkte, hat geschenkt	to give (as a present)	Sie schenkt ihrer Mutter ein Buch zum Geburtstag.	She’s giving her mother a book for her birthday.
der Vorschlag, -̈e	suggestion, proposal	Matthias ist immer offen für neue Vorschläge.	Matthias is always open to new suggestions.
anhalten, hält an, hielt an, hat angehalten	to stop, last	Wir sollten anhalten und nach dem Weg fragen.	We should stop and ask for directions.
entfernt	distant, away	Berlin ist über 100 Kilometer von Leipzig entfernt.	Berlin is more than 100 kilometers away from Leipzig.
der Leiter, -	leader	Als Leiter des Projekts solltest du gut organisieren können.	As the project leader, you should be able to organize well.
das Parlament, -e	parliament	Der Minister der Partei hält eine Rede im Parlament.	The party’s minister gives a speech in parliament.
stürzen, stürzt, stürzte, ist gestürzt	to fall, stumble	Ich habe die Stufe nicht gesehen und bin gestürzt.	I didn’t see the step and fell.
die Waffe, -n	weapon	Die Polizei findet Waffen in seiner Wohnung.	The police find weapons in his apartment.
das Kriterium, -en	criterion	Frau Schneider erfüllt alle erforderlichen Kriterien für den Job.	Mrs. Schneider fulfills all necessary criteria for the job.
der Beifall	applause	Für das neue Stück im Theater gibt es vom Publikum großen Beifall.	The new play in the theater receives great applause from the audience.
ausfallen, fällt aus, fiel aus, ist ausgefallen	to drop out, be canceled	Fällt ein Flug aus, werden die Reisenden benachrichtigt.	If a flight is canceled, the passengers are notified.
die Weile	while	Es dauert noch eine Weile, bis der Bus kommt.	It will take a while until the bus arrives.
drängen, drängt, drängte, hat gedrängt	to push, insist	Ihre Eltern drängen sie zu einem Studium, obwohl sie lieber reisen würde.	Her parents push her to study, although she would rather travel.
einerseits	on the one hand	Einerseits freue ich mich, dass du nach Berlin ziehst, andererseits bin ich auch traurig, dass du gehst.	On the one hand I’m happy that you’re moving to Berlin, on the other hand I’m also sad that you’re leaving.
die Spannung, -en	suspense, tension	Ich mag die intensive Spannung des Films.	I like the intense tension of the movie.
der Fortschritt, -e	progress	John macht Fortschritte in der Schule und bekommt immer bessere Noten.	John’s making progress at school and getting better and better grades.
die Mathematik	mathematics	In der Schule hat Laura Physik, Mathematik und andere Fächer.	At school Laura studies physics, mathematics, and other subjects.
das Bad, -̈er	bath, bathroom, spa	Die neue Wohnung hat zwei Bäder.	The new apartment has two bathrooms.
erläutern, erläutert, erläuterte, hat erläutert	to explain	Der Professor erläutert ein aktuelles Problem in der Wirtschaft.	The professor explains a current problem in the economy.
packen, packt, packte, hat gepackt	to pack, grab	Hier ist eine Liste mit Dingen, die du in die Tasche packen sollst.	Here’s a list of things you should pack in your bag.
Großbritannien	Great Britain	Die Hauptstadt von Großbritannien ist London.	The capital of Great Britain is London.
vorsichtig	cautious, careful	Sei vorsichtig mit dem teuren Glas!	Be careful with the expensive glass!
anwenden, wendet an, wandte an, hat angewandt	to apply, employ	In meinem Job möchte ich mein politisches und wirtschaftliches Wissen anwenden.	In my job I want to apply my political and economic knowledge.
wild	wild	Im Garten spielen die Hunde wild miteinander.	In the garden the dogs play wildly with each other.
gesetzlich	legal	Das Gericht entscheidet über eine neue gesetzliche Regelung.	The court decides on a new legal regulation.
die Spitze, -n	point, top, peak	Die Spitze des Messers ist sehr scharf.	The point of the knife is very sharp.
das Gerät, -e	tool, piece of equipment, appliance	Wir haben sehr viele elektrische Geräte zu Hause.	We have a lot of electrical equipment at home.
der Wille, -n	will	Er hat einen starken Willen und macht das, was er will.	He has a strong will and does what he wants.
sicherlich	certainly	Auch wenn die Bahn schon über eine Stunde zu spät ist, kommt sie sicherlich noch.	Even if the train is over an hour too late, it is certainly still coming.
die Tradition, -en	tradition	Die Tradition, dass man während der Ehe einen Ring trägt, gibt es nicht überall.	The tradition of wearing a ring during marriage is not found everywhere.
freiwillig	voluntary	Nach dem Abschluss der Schule arbeiten viele Schüler freiwillig in sozialen Institutionen.	After leaving school, many students work voluntarily in social institutions.
umso	the (more . . . the)	Umso schneller wir fahren, umso eher sind wir am Ziel.	The faster we drive, the sooner we’re at our destination.
der Antrag, -̈e	application	Er füllt den Antrag aus und reicht ihn bei der zuständigen Behörde ein.	He fills out the application and sends it to the responsible authority.
das Reich, -e	empire, kingdom	Die Studenten hören einen Beitrag über das Römische Reich.	The students listen to a piece about the Roman Empire.
bestellen, bestellt, bestellte, hat bestellt	to order, reserve	Jan und Ludwig bestellen sich eine große Pizza im Restaurant.	Jan and Ludwig order a large pizza in the restaurant.
die Gelegenheit, -en	opportunity	Die Gelegenheit ist günstig, jetzt eine Wohnung zu kaufen.	The opportunity is good to buy an apartment now.
die Mauer, -n	wall	Von der Mauer in Berlin stehen noch immer einige Teile.	There are still some parts of the Wall in Berlin.
stattdessen	instead	Nina wollte nach Spanien reisen, aber fährt stattdessen nach Frankreich.	Nina wanted to travel to Spain, but is going to France instead.
der Stuhl, -̈e	chair	Sabine kauft vier neue Stühle, die zu dem Tisch passen.	Sabine buys four new chairs to match the table.
der Ton, -e	sound, tone, clay	In Musik lernen wir, Töne zu singen.	In music we learn to sing sounds.
das Büro, -s	office	Ludwig bekommt in der Firma ein neues Büro.	Ludwig gets a new office in the company.
